behavior_id,user_id,product_id,product_name,category_id,category_name,behavior,datetime,price,quantity,channel,device,province,city,user_segment,page_type,session_id,is_new_user,campaign_id,source_keyword,order_id
B002930,U000079,P000024,轻氧食品饮料日常款,C02,食品饮料,cart,2026-04-25 10:19:00,55.00,1,douyin,ios,上海市,上海市,high_value,product_detail,S002931,0,C202605,轻氧食品,
B002931,U000381,P000074,臻选美妆个护日常款,C01,美妆个护,pv,2026-01-28 18:01:00,71.00,,wechat,windows,广东省,深圳市,member,category,S002932,0,C202602,臻选美妆,
B002932,U000585,P000003,云感生鲜升级版,C09,生鲜,pv,2026-06-05 15:40:00,73.00,,search,android,山东省,青岛市,regular,search,S002933,0,C202602,云感生鲜,
B002933,U000035,P000158,臻选母婴用品升级版,C06,母婴用品,pv,2026-05-15 23:54:00,121.00,,taobao,android,山东省,青岛市,high_value,category,S002934,0,C202606,臻选母婴,
B002934,U000697,P000006,轻氧母婴用品旗舰款,C06,母婴用品,cart,2026-01-31 16:50:00,161.00,1,wechat,ios,山东省,青岛市,regular,category,S002935,0,C202604,轻氧母婴,
B002935,U000207,P000112,原野生鲜便携装,C09,生鲜,cart,2026-06-26 13:33:00,113.00,1,taobao,mac,四川省,成都市,member,search,S002936,0,C202601,原野生鲜,
B002936,U000796,P000054,轻氧美妆个护日常款,C01,美妆个护,pv,2026-04-05 12:18:00,138.00,,jd,android,浙江省,杭州市,regular,search,S002937,0,C202605,轻氧美妆,
B002937,U000338,P000007,悦活服饰便携装,C03,服饰,fav,2026-01-11 13:23:00,344.00,,wechat,android,上海市,上海市,member,home,S002938,0,C202604,悦活服饰,
B002938,U000168,P000029,轻盈食品饮料日常款,C02,食品饮料,cart,2026-03-16 18:51:00,91.00,1,search,android,上海市,上海市,member,product_detail,S002939,0,C202603,轻盈食品,
B002939,U000757,P000092,臻选服饰便携装,C03,服饰,fav,2026-02-17 20:05:00,291.00,,douyin,windows,广东省,深圳市,regular,search,S002940,0,C202601,臻选服饰,
B002940,U000513,P000120,轻氧宠物用品套装,C08,宠物用品,cart,2026-01-29 17:07:00,58.00,1,jd,windows,四川省,成都市,regular,search,S002941,0,C202601,轻氧宠物,
B002941,U000298,P000108,轻氧母婴用品升级版,C06,母婴用品,pv,2026-06-21 22:08:00,86.00,,douyin,ios,江苏省,南京市,member,search,S002942,0,C202606,轻氧母婴,
B002942,U000348,P000112,原野生鲜便携装,C09,生鲜,cart,2026-05-26 14:12:00,113.00,1,search,ios,北京市,北京市,member,search,S002943,0,C202603,原野生鲜,
B002943,U000417,P000043,悦活服饰升级版,C03,服饰,pv,2026-02-11 23:16:00,237.00,,douyin,ios,北京市,北京市,member,search,S002944,0,C202604,悦活服饰,
B002944,U000205,P000082,原野旅行用品便携装,C10,旅行用品,pv,2026-04-06 19:01:00,253.00,,taobao,windows,山东省,青岛市,member,category,S002945,0,C202606,原野旅行,
B002945,U000217,P000097,悦活母婴用品便携装,C06,母婴用品,cart,2026-01-08 20:09:00,123.00,1,wechat,android,广东省,深圳市,member,category,S002946,0,C202606,悦活母婴,
B002946,U000484,P000055,悦活宠物用品套装,C08,宠物用品,cart,2026-04-21 16:51:00,100.00,1,offline,windows,河南省,郑州市,regular,category,S002947,0,C202602,悦活宠物,
B002947,U000068,P000083,轻盈运动户外升级版,C07,运动户外,cart,2026-04-06 13:27:00,227.00,1,wechat,windows,四川省,成都市,high_value,product_detail,S002948,0,C202601,轻盈运动,
B002948,U000221,P000159,云感旅行用品日常款,C10,旅行用品,pv,2026-04-22 12:35:00,514.00,,offline,windows,河南省,郑州市,member,category,S002949,0,C202601,云感旅行,
B002949,U000694,P000011,轻盈旅行用品旗舰款,C10,旅行用品,pv,2026-05-20 18:06:00,224.00,,douyin,ios,浙江省,杭州市,regular,category,S002950,0,C202603,轻盈旅行,
B002950,U000667,P000083,轻盈运动户外升级版,C07,运动户外,pv,2026-05-12 20:27:00,227.00,,jd,windows,江苏省,南京市,regular,search,S002951,0,C202604,轻盈运动,
B002951,U000342,P000143,轻盈美妆个护升级版,C01,美妆个护,fav,2026-04-07 21:56:00,53.00,,jd,mac,福建省,厦门市,member,product_detail,S002952,0,C202605,轻盈美妆,
B002952,U000786,P000131,轻盈生鲜旗舰款,C09,生鲜,fav,2026-03-23 17:44:00,85.00,,taobao,windows,浙江省,杭州市,regular,home,S002953,0,C202606,轻盈生鲜,
B002953,U000311,P000169,悦活生鲜日常款,C09,生鲜,cart,2026-05-24 18:36:00,42.00,1,offline,ios,上海市,上海市,member,home,S002954,0,C202606,悦活生鲜,
B002954,U000387,P000066,轻氧母婴用品旗舰款,C06,母婴用品,cart,2026-03-09 13:04:00,76.00,1,jd,mac,河南省,郑州市,member,home,S002955,0,C202605,轻氧母婴,
B002955,U000576,P000016,原野运动户外旗舰款,C07,运动户外,fav,2026-03-07 10:41:00,164.00,,jd,android,福建省,厦门市,regular,home,S002956,0,C202605,原野运动,
B002956,U000161,P000123,云感宠物用品升级版,C08,宠物用品,fav,2026-05-25 15:49:00,83.00,,jd,android,河南省,郑州市,member,product_detail,S002957,0,C202606,云感宠物,
B002957,U000084,P000051,云感宠物用品旗舰款,C08,宠物用品,pv,2026-01-16 22:46:00,64.00,,douyin,windows,河南省,郑州市,high_value,search,S002958,0,C202602,云感宠物,
B002958,U000193,P000002,臻选服饰便携装,C03,服饰,cart,2026-02-12 20:24:00,332.00,1,search,ios,江苏省,南京市,member,category,S002959,0,C202605,臻选服饰,
B002959,U000421,P000089,轻盈美妆个护日常款,C01,美妆个护,cart,2026-05-29 18:32:00,69.00,1,taobao,android,北京市,北京市,regular,category,S002960,0,C202601,轻盈美妆,
B002960,U000450,P000156,轻氧母婴用品旗舰款,C06,母婴用品,cart,2026-06-01 19:47:00,153.00,1,douyin,windows,四川省,成都市,regular,home,S002961,0,C202601,轻氧母婴,
B002961,U000454,P000065,轻盈生鲜套装,C09,生鲜,pv,2026-01-01 21:06:00,41.00,,search,mac,河南省,郑州市,regular,category,S002962,0,C202602,轻盈生鲜,
B002962,U000275,P000170,臻选生鲜套装,C09,生鲜,pv,2026-05-22 17:51:00,77.00,,offline,windows,北京市,北京市,member,home,S002963,0,C202606,臻选生鲜,
B002963,U000811,P000047,轻盈服饰便携装,C03,服饰,cart,2026-04-29 08:47:00,154.00,1,taobao,mac,四川省,成都市,regular,category,S002964,0,C202601,轻盈服饰,
B002964,U000119,P000001,悦活家居日用旗舰款,C04,家居日用,pv,2026-02-24 16:33:00,141.00,,search,windows,河南省,郑州市,high_value,home,S002965,0,C202605,悦活家居,
B002965,U000231,P000170,臻选生鲜套装,C09,生鲜,pv,2026-06-10 12:42:00,77.00,,offline,android,福建省,厦门市,member,category,S002966,0,C202603,臻选生鲜,
B002966,U000832,P000120,轻氧宠物用品套装,C08,宠物用品,cart,2026-05-19 13:11:00,58.00,1,offline,mac,四川省,成都市,new,product_detail,S002967,1,C202606,轻氧宠物,
B002967,U000316,P000119,轻盈宠物用品日常款,C08,宠物用品,pv,2026-06-10 14:41:00,99.00,,taobao,mac,河南省,郑州市,member,product_detail,S002968,0,C202601,轻盈宠物,
B002968,U000268,P000059,轻盈美妆个护日常款,C01,美妆个护,pv,2026-04-29 12:40:00,52.00,,offline,android,江苏省,南京市,member,home,S002969,0,C202606,轻盈美妆,
B002969,U000829,P000018,轻氧生鲜升级版,C09,生鲜,fav,2026-01-10 18:46:00,81.00,,offline,windows,江苏省,南京市,new,home,S002970,1,C202601,轻氧生鲜,
B002970,U000292,P000163,悦活生鲜升级版,C09,生鲜,pv,2026-02-15 18:25:00,69.00,,taobao,android,福建省,厦门市,member,search,S002971,0,C202606,悦活生鲜,
B002971,U000207,P000162,轻氧食品饮料便携装,C02,食品饮料,cart,2026-02-03 11:21:00,73.00,1,search,mac,四川省,成都市,member,category,S002972,0,C202604,轻氧食品,
B002972,U000576,P000074,臻选美妆个护日常款,C01,美妆个护,pv,2026-02-07 18:05:00,71.00,,search,android,福建省,厦门市,regular,product_detail,S002973,0,C202605,臻选美妆,
B002973,U000433,P000162,轻氧食品饮料便携装,C02,食品饮料,pv,2026-02-10 20:22:00,73.00,,douyin,android,北京市,北京市,regular,category,S002974,0,C202601,轻氧食品,
B002974,U000293,P000123,云感宠物用品升级版,C08,宠物用品,cart,2026-04-11 21:18:00,83.00,1,wechat,android,广东省,深圳市,member,product_detail,S002975,0,C202601,云感宠物,
B002975,U000321,P000048,轻氧宠物用品升级版,C08,宠物用品,cart,2026-03-16 09:47:00,142.00,1,offline,ios,四川省,成都市,member,product_detail,S002976,0,C202601,轻氧宠物,
B002976,U000688,P000106,原野母婴用品旗舰款,C06,母婴用品,pv,2026-02-28 09:22:00,102.00,,search,ios,福建省,厦门市,regular,home,S002977,0,C202606,原野母婴,
B002977,U000801,P000154,原野生鲜日常款,C09,生鲜,cart,2026-05-27 12:08:00,103.00,1,douyin,mac,江苏省,南京市,regular,category,S002978,0,C202606,原野生鲜,
B002978,U000445,P000154,原野生鲜日常款,C09,生鲜,pv,2026-06-30 22:46:00,103.00,,offline,mac,福建省,厦门市,regular,product_detail,S002979,0,C202602,原野生鲜,
B002979,U000417,P000010,原野旅行用品套装,C10,旅行用品,cart,2026-06-07 13:17:00,302.00,1,search,ios,北京市,北京市,member,category,S002980,0,C202605,原野旅行,
B002980,U000536,P000141,云感数码配件旗舰款,C05,数码配件,pv,2026-01-21 09:52:00,220.00,,search,windows,江苏省,南京市,regular,search,S002981,0,C202601,云感数码,
B002981,U000093,P000031,悦活运动户外旗舰款,C07,运动户外,pv,2026-03-21 16:33:00,98.00,,offline,windows,湖北省,武汉市,high_value,product_detail,S002982,0,C202606,悦活运动,
B002982,U000330,P000001,悦活家居日用旗舰款,C04,家居日用,pv,2026-03-10 22:52:00,141.00,,douyin,ios,河南省,郑州市,member,search,S002983,0,C202605,悦活家居,
B002983,U000336,P000004,原野旅行用品日常款,C10,旅行用品,cart,2026-06-12 13:32:00,271.00,1,douyin,mac,山东省,青岛市,member,search,S002984,0,C202606,原野旅行,
B002984,U000508,P000094,原野运动户外日常款,C07,运动户外,fav,2026-02-14 18:41:00,136.00,,search,android,河南省,郑州市,regular,search,S002985,0,C202602,原野运动,
B002985,U000270,P000077,轻盈服饰便携装,C03,服饰,cart,2026-05-29 11:35:00,279.00,1,taobao,ios,山东省,青岛市,member,search,S002986,0,C202604,轻盈服饰,
B002986,U000318,P000047,轻盈服饰便携装,C03,服饰,cart,2026-04-06 23:11:00,154.00,1,wechat,windows,四川省,成都市,member,home,S002987,0,C202605,轻盈服饰,
B002987,U000615,P000122,臻选运动户外便携装,C07,运动户外,cart,2026-05-25 23:42:00,212.00,1,offline,windows,浙江省,杭州市,regular,home,S002988,0,C202606,臻选运动,
B002988,U000799,P000102,轻氧母婴用品便携装,C06,母婴用品,pv,2026-05-16 08:12:00,104.00,,wechat,mac,湖北省,武汉市,regular,category,S002989,0,C202603,轻氧母婴,
B002989,U000215,P000106,原野母婴用品旗舰款,C06,母婴用品,pv,2026-05-13 12:18:00,102.00,,douyin,mac,浙江省,杭州市,member,product_detail,S002990,0,C202603,原野母婴,
B002990,U000191,P000114,轻氧母婴用品日常款,C06,母婴用品,pv,2026-03-05 18:48:00,142.00,,offline,ios,河南省,郑州市,member,product_detail,S002991,0,C202603,轻氧母婴,
B002991,U000033,P000147,云感数码配件便携装,C05,数码配件,pv,2026-02-28 13:50:00,281.00,,offline,mac,北京市,北京市,high_value,home,S002992,0,C202603,云感数码,
B002992,U000413,P000045,云感食品饮料套装,C02,食品饮料,pv,2026-06-26 08:48:00,67.00,,offline,mac,四川省,成都市,member,product_detail,S002993,0,C202602,云感食品,
B002993,U000864,P000114,轻氧母婴用品日常款,C06,母婴用品,fav,2026-05-15 20:26:00,142.00,,offline,mac,福建省,厦门市,new,product_detail,S002994,1,C202603,轻氧母婴,
B002994,U000208,P000103,悦活美妆个护升级版,C01,美妆个护,fav,2026-02-14 23:16:00,76.00,,taobao,ios,山东省,青岛市,member,home,S002995,0,C202603,悦活美妆,
B002995,U000269,P000041,轻盈家居日用旗舰款,C04,家居日用,fav,2026-01-15 17:09:00,166.00,,search,windows,山东省,青岛市,member,home,S002996,0,C202601,轻盈家居,
B002996,U000100,P000152,臻选数码配件便携装,C05,数码配件,pv,2026-01-20 14:57:00,302.00,,offline,android,浙江省,杭州市,high_value,search,S002997,0,C202602,臻选数码,
B002997,U000243,P000044,臻选食品饮料日常款,C02,食品饮料,fav,2026-01-03 19:55:00,28.00,,douyin,ios,广东省,深圳市,member,home,S002998,0,C202604,臻选食品,
B002998,U000472,P000104,臻选旅行用品日常款,C10,旅行用品,pv,2026-05-23 19:14:00,352.00,,wechat,ios,广东省,深圳市,regular,search,S002999,0,C202601,臻选旅行,
B002999,U000204,P000053,轻盈服饰升级版,C03,服饰,pv,2026-05-04 16:55:00,262.00,,taobao,ios,湖北省,武汉市,member,home,S003000,0,C202606,轻盈服饰,
B003000,U000256,P000002,臻选服饰便携装,C03,服饰,pv,2026-06-04 21:42:00,332.00,,douyin,android,湖北省,武汉市,member,category,S003001,0,C202602,臻选服饰,
B003001,U000662,P000058,原野生鲜升级版,C09,生鲜,pv,2026-01-27 19:11:00,44.00,,jd,mac,湖北省,武汉市,regular,search,S003002,0,C202605,原野生鲜,
B003002,U000050,P000005,轻盈数码配件套装,C05,数码配件,cart,2026-01-15 12:30:00,256.00,1,search,windows,河南省,郑州市,high_value,category,S003003,0,C202601,轻盈数码,
B003003,U000408,P000080,臻选家居日用套装,C04,家居日用,fav,2026-04-01 15:12:00,148.00,,search,windows,北京市,北京市,member,product_detail,S003004,0,C202604,臻选家居,
B003004,U000296,P000096,轻氧数码配件旗舰款,C05,数码配件,pv,2026-02-02 19:21:00,88.00,,search,mac,江苏省,南京市,member,search,S003005,0,C202602,轻氧数码,
B003005,U000112,P000003,云感生鲜升级版,C09,生鲜,pv,2026-01-20 18:34:00,73.00,,taobao,ios,广东省,深圳市,high_value,home,S003006,0,C202606,云感生鲜,
B003006,U000280,P000097,悦活母婴用品便携装,C06,母婴用品,cart,2026-01-24 19:46:00,123.00,1,offline,windows,江苏省,南京市,member,product_detail,S003007,0,C202602,悦活母婴,
B003007,U000783,P000002,臻选服饰便携装,C03,服饰,fav,2026-02-21 22:44:00,332.00,,taobao,windows,江苏省,南京市,regular,category,S003008,0,C202606,臻选服饰,
B003008,U000006,P000138,轻氧数码配件升级版,C05,数码配件,pv,2026-02-24 11:48:00,150.00,,wechat,windows,江苏省,南京市,high_value,search,S003009,0,C202605,轻氧数码,
B003009,U000444,P000092,臻选服饰便携装,C03,服饰,fav,2026-04-14 18:10:00,291.00,,taobao,android,广东省,深圳市,regular,home,S003010,0,C202605,臻选服饰,
B003010,U000660,P000050,臻选生鲜套装,C09,生鲜,pv,2026-02-04 23:26:00,108.00,,wechat,mac,上海市,上海市,regular,home,S003011,0,C202604,臻选生鲜,
B003011,U000658,P000163,悦活生鲜升级版,C09,生鲜,cart,2026-01-06 17:19:00,69.00,1,offline,android,江苏省,南京市,regular,category,S003012,0,C202603,悦活生鲜,
B003012,U000816,P000168,轻氧服饰升级版,C03,服饰,cart,2026-02-13 12:52:00,368.00,1,wechat,mac,上海市,上海市,regular,search,S003013,0,C202602,轻氧服饰,
B003013,U000350,P000006,轻氧母婴用品旗舰款,C06,母婴用品,cart,2026-02-12 15:51:00,161.00,1,offline,windows,福建省,厦门市,member,home,S003014,0,C202602,轻氧母婴,
B003014,U000298,P000070,原野宠物用品套装,C08,宠物用品,cart,2026-06-17 17:04:00,147.00,1,offline,ios,江苏省,南京市,member,home,S003015,0,C202606,原野宠物,
B003015,U000054,P000042,轻氧美妆个护便携装,C01,美妆个护,fav,2026-06-13 18:52:00,69.00,,douyin,mac,福建省,厦门市,high_value,search,S003016,0,C202606,轻氧美妆,
B003016,U000749,P000146,臻选生鲜旗舰款,C09,生鲜,cart,2026-04-25 19:33:00,112.00,1,douyin,windows,山东省,青岛市,regular,category,S003017,0,C202603,臻选生鲜,
B003017,U000773,P000073,悦活家居日用升级版,C04,家居日用,pv,2026-06-24 13:23:00,147.00,,offline,android,上海市,上海市,regular,product_detail,S003018,0,C202603,悦活家居,
B003018,U000079,P000152,臻选数码配件便携装,C05,数码配件,fav,2026-05-17 19:23:00,302.00,,wechat,ios,上海市,上海市,high_value,category,S003019,0,C202603,臻选数码,
B003019,U000168,P000051,云感宠物用品旗舰款,C08,宠物用品,pv,2026-01-15 21:59:00,64.00,,search,android,上海市,上海市,member,product_detail,S003020,0,C202606,云感宠物,
B003020,U000361,P000104,臻选旅行用品日常款,C10,旅行用品,fav,2026-05-06 13:06:00,352.00,,jd,windows,北京市,北京市,member,category,S003021,0,C202606,臻选旅行,
B003021,U000198,P000102,轻氧母婴用品便携装,C06,母婴用品,cart,2026-05-29 21:04:00,104.00,1,douyin,ios,湖北省,武汉市,member,home,S003022,0,C202603,轻氧母婴,
B003022,U000061,P000127,悦活食品饮料便携装,C02,食品饮料,fav,2026-06-10 16:07:00,39.00,,taobao,windows,北京市,北京市,high_value,product_detail,S003023,0,C202602,悦活食品,
B003023,U000441,P000093,云感生鲜升级版,C09,生鲜,pv,2026-05-13 14:28:00,39.00,,douyin,android,江苏省,南京市,regular,product_detail,S003024,0,C202604,云感生鲜,
B003024,U000341,P000142,原野母婴用品便携装,C06,母婴用品,pv,2026-03-15 10:12:00,161.00,,douyin,ios,江苏省,南京市,member,home,S003025,0,C202604,原野母婴,
B003025,U000715,P000127,悦活食品饮料便携装,C02,食品饮料,fav,2026-03-05 17:53:00,39.00,,wechat,windows,湖北省,武汉市,regular,category,S003026,0,C202604,悦活食品,
B003026,U000326,P000104,臻选旅行用品日常款,C10,旅行用品,pv,2026-05-19 18:44:00,352.00,,search,windows,河南省,郑州市,member,category,S003027,0,C202605,臻选旅行,
B003027,U000612,P000102,轻氧母婴用品便携装,C06,母婴用品,pv,2026-04-26 23:16:00,104.00,,taobao,windows,四川省,成都市,regular,product_detail,S003028,0,C202602,轻氧母婴,
B003028,U000468,P000077,轻盈服饰便携装,C03,服饰,cart,2026-03-25 18:50:00,279.00,1,search,mac,福建省,厦门市,regular,search,S003029,0,C202604,轻盈服饰,
B003029,U000065,P000101,轻盈生鲜旗舰款,C09,生鲜,cart,2026-04-21 08:25:00,111.00,1,search,windows,北京市,北京市,high_value,home,S003030,0,C202601,轻盈生鲜,
B003030,U000234,P000146,臻选生鲜旗舰款,C09,生鲜,pv,2026-06-28 12:08:00,112.00,,jd,mac,河南省,郑州市,member,search,S003031,0,C202606,臻选生鲜,
B003031,U000176,P000060,轻氧数码配件套装,C05,数码配件,pv,2026-01-21 12:47:00,269.00,,offline,android,湖北省,武汉市,member,product_detail,S003032,0,C202604,轻氧数码,
B003032,U000824,P000164,臻选食品饮料日常款,C02,食品饮料,pv,2026-03-12 19:31:00,73.00,,search,windows,上海市,上海市,new,product_detail,S003033,1,C202604,臻选食品,
B003033,U000883,P000131,轻盈生鲜旗舰款,C09,生鲜,pv,2026-06-11 22:03:00,85.00,,taobao,ios,湖北省,武汉市,new,category,S003034,1,C202606,轻盈生鲜,
B003034,U000257,P000066,轻氧母婴用品旗舰款,C06,母婴用品,fav,2026-06-20 21:47:00,76.00,,wechat,mac,河南省,郑州市,member,search,S003035,0,C202604,轻氧母婴,
B003035,U000479,P000143,轻盈美妆个护升级版,C01,美妆个护,pv,2026-01-30 18:35:00,53.00,,offline,windows,湖北省,武汉市,regular,home,S003036,0,C202604,轻盈美妆,
B003036,U000122,P000042,轻氧美妆个护便携装,C01,美妆个护,fav,2026-06-28 17:00:00,69.00,,search,mac,四川省,成都市,member,search,S003037,0,C202602,轻氧美妆,
B003037,U000220,P000097,悦活母婴用品便携装,C06,母婴用品,pv,2026-01-19 17:53:00,123.00,,douyin,mac,广东省,深圳市,member,category,S003038,0,C202605,悦活母婴,
B003038,U000900,P000161,轻盈家居日用旗舰款,C04,家居日用,pv,2026-04-30 16:49:00,160.00,,wechat,ios,北京市,北京市,new,search,S003039,1,C202605,轻盈家居,
B003039,U000551,P000138,轻氧数码配件升级版,C05,数码配件,cart,2026-01-26 10:48:00,150.00,1,douyin,android,湖北省,武汉市,regular,search,S003040,0,C202601,轻氧数码,
B003040,U000592,P000147,云感数码配件便携装,C05,数码配件,pv,2026-01-07 16:38:00,281.00,,taobao,mac,山东省,青岛市,regular,category,S003041,0,C202604,云感数码,
B003041,U000011,P000158,臻选母婴用品升级版,C06,母婴用品,pv,2026-02-09 21:46:00,121.00,,douyin,mac,浙江省,杭州市,high_value,search,S003042,0,C202606,臻选母婴,
B003042,U000627,P000075,云感母婴用品套装,C06,母婴用品,cart,2026-05-06 21:07:00,82.00,1,wechat,android,福建省,厦门市,regular,product_detail,S003043,0,C202606,云感母婴,
B003043,U000433,P000074,臻选美妆个护日常款,C01,美妆个护,pv,2026-02-26 08:51:00,71.00,,douyin,android,北京市,北京市,regular,product_detail,S003044,0,C202605,臻选美妆,
B003044,U000330,P000092,臻选服饰便携装,C03,服饰,pv,2026-05-15 17:53:00,291.00,,offline,ios,河南省,郑州市,member,search,S003045,0,C202606,臻选服饰,
B003045,U000203,P000054,轻氧美妆个护日常款,C01,美妆个护,pv,2026-02-25 23:04:00,138.00,,jd,windows,浙江省,杭州市,member,category,S003046,0,C202601,轻氧美妆,
B003046,U000350,P000119,轻盈宠物用品日常款,C08,宠物用品,cart,2026-01-01 21:22:00,99.00,1,taobao,windows,福建省,厦门市,member,category,S003047,0,C202603,轻盈宠物,
B003047,U000851,P000083,轻盈运动户外升级版,C07,运动户外,pv,2026-01-06 21:17:00,227.00,,wechat,mac,江苏省,南京市,new,category,S003048,1,C202602,轻盈运动,
B003048,U000118,P000051,云感宠物用品旗舰款,C08,宠物用品,pv,2026-04-15 17:57:00,64.00,,douyin,ios,广东省,深圳市,high_value,home,S003049,0,C202606,云感宠物,
B003049,U000370,P000151,悦活美妆个护旗舰款,C01,美妆个护,pv,2026-01-11 12:18:00,38.00,,taobao,android,河南省,郑州市,member,product_detail,S003050,0,C202603,悦活美妆,
B003050,U000659,P000124,原野食品饮料日常款,C02,食品饮料,cart,2026-01-21 23:39:00,60.00,1,douyin,mac,浙江省,杭州市,regular,product_detail,S003051,0,C202602,原野食品,
B003051,U000864,P000143,轻盈美妆个护升级版,C01,美妆个护,cart,2026-04-01 17:51:00,53.00,1,douyin,mac,福建省,厦门市,new,product_detail,S003052,1,C202605,轻盈美妆,
B003052,U000650,P000088,原野家居日用升级版,C04,家居日用,pv,2026-03-03 08:11:00,89.00,,wechat,android,上海市,上海市,regular,search,S003053,0,C202604,原野家居,
B003053,U000781,P000003,云感生鲜升级版,C09,生鲜,fav,2026-05-21 15:40:00,73.00,,search,android,广东省,深圳市,regular,product_detail,S003054,0,C202605,云感生鲜,
B003054,U000683,P000026,臻选生鲜旗舰款,C09,生鲜,pv,2026-01-19 17:59:00,88.00,,jd,windows,湖北省,武汉市,regular,product_detail,S003055,0,C202606,臻选生鲜,
B003055,U000764,P000053,轻盈服饰升级版,C03,服饰,pv,2026-02-27 14:07:00,262.00,,wechat,android,广东省,深圳市,regular,product_detail,S003056,0,C202604,轻盈服饰,
B003056,U000537,P000112,原野生鲜便携装,C09,生鲜,pv,2026-04-27 19:02:00,113.00,,douyin,android,山东省,青岛市,regular,product_detail,S003057,0,C202603,原野生鲜,
B003057,U000401,P000041,轻盈家居日用旗舰款,C04,家居日用,pv,2026-02-12 10:02:00,166.00,,douyin,android,浙江省,杭州市,member,home,S003058,0,C202606,轻盈家居,
B003058,U000526,P000126,轻氧旅行用品旗舰款,C10,旅行用品,cart,2026-01-17 23:04:00,248.00,1,wechat,android,浙江省,杭州市,regular,product_detail,S003059,0,C202602,轻氧旅行,
B003059,U000619,P000021,云感宠物用品旗舰款,C08,宠物用品,pv,2026-02-13 22:05:00,160.00,,douyin,mac,上海市,上海市,regular,product_detail,S003060,0,C202601,云感宠物,
B003060,U000272,P000117,云感食品饮料便携装,C02,食品饮料,fav,2026-02-01 23:22:00,54.00,,offline,windows,北京市,北京市,member,product_detail,S003061,0,C202605,云感食品,
B003061,U000326,P000171,云感生鲜旗舰款,C09,生鲜,fav,2026-06-29 19:57:00,30.00,,taobao,windows,河南省,郑州市,member,search,S003062,0,C202606,云感生鲜,
B003062,U000412,P000148,原野数码配件升级版,C05,数码配件,cart,2026-03-11 21:53:00,136.00,1,wechat,android,山东省,青岛市,member,category,S003063,0,C202606,原野数码,
B003063,U000382,P000075,云感母婴用品套装,C06,母婴用品,fav,2026-06-09 19:57:00,82.00,,wechat,mac,浙江省,杭州市,member,product_detail,S003064,0,C202605,云感母婴,
B003064,U000479,P000045,云感食品饮料套装,C02,食品饮料,cart,2026-03-18 11:44:00,67.00,1,douyin,windows,湖北省,武汉市,regular,product_detail,S003065,0,C202601,云感食品,
B003065,U000692,P000138,轻氧数码配件升级版,C05,数码配件,fav,2026-06-14 22:58:00,150.00,,taobao,android,河南省,郑州市,regular,search,S003066,0,C202603,轻氧数码,
B003066,U000731,P000097,悦活母婴用品便携装,C06,母婴用品,cart,2026-03-16 14:01:00,123.00,1,taobao,android,北京市,北京市,regular,category,S003067,0,C202601,悦活母婴,
B003067,U000510,P000130,原野服饰套装,C03,服饰,pv,2026-02-25 19:43:00,194.00,,douyin,ios,北京市,北京市,regular,home,S003068,0,C202606,原野服饰,
B003068,U000064,P000056,臻选旅行用品旗舰款,C10,旅行用品,fav,2026-05-01 08:52:00,443.00,,taobao,windows,山东省,青岛市,high_value,search,S003069,0,C202601,臻选旅行,
B003069,U000023,P000163,悦活生鲜升级版,C09,生鲜,fav,2026-01-09 21:54:00,69.00,,wechat,windows,湖北省,武汉市,high_value,product_detail,S003070,0,C202604,悦活生鲜,
B003070,U000173,P000071,轻盈宠物用品旗舰款,C08,宠物用品,fav,2026-01-08 16:58:00,144.00,,offline,mac,浙江省,杭州市,member,search,S003071,0,C202606,轻盈宠物,
B003071,U000469,P000046,原野食品饮料旗舰款,C02,食品饮料,pv,2026-05-13 16:12:00,69.00,,jd,ios,广东省,深圳市,regular,category,S003072,0,C202604,原野食品,
B003072,U000167,P000094,原野运动户外日常款,C07,运动户外,cart,2026-03-25 17:12:00,136.00,1,jd,mac,广东省,深圳市,member,category,S003073,0,C202606,原野运动,
B003073,U000776,P000066,轻氧母婴用品旗舰款,C06,母婴用品,pv,2026-02-04 09:08:00,76.00,,jd,windows,湖北省,武汉市,regular,home,S003074,0,C202604,轻氧母婴,
B003074,U000194,P000057,云感数码配件便携装,C05,数码配件,fav,2026-01-01 22:41:00,79.00,,wechat,mac,河南省,郑州市,member,home,S003075,0,C202605,云感数码,
B003075,U000805,P000052,原野数码配件便携装,C05,数码配件,pv,2026-05-12 18:00:00,173.00,,wechat,mac,浙江省,杭州市,regular,search,S003076,0,C202605,原野数码,
B003076,U000164,P000143,轻盈美妆个护升级版,C01,美妆个护,cart,2026-01-02 13:31:00,53.00,1,wechat,ios,上海市,上海市,member,category,S003077,0,C202606,轻盈美妆,
B003077,U000821,P000146,臻选生鲜旗舰款,C09,生鲜,fav,2026-04-25 11:13:00,112.00,,wechat,ios,山东省,青岛市,new,home,S003078,1,C202601,臻选生鲜,
B003078,U000844,P000038,臻选母婴用品升级版,C06,母婴用品,cart,2026-04-02 22:01:00,188.00,1,wechat,ios,北京市,北京市,new,category,S003079,1,C202601,臻选母婴,
B003079,U000324,P000083,轻盈运动户外升级版,C07,运动户外,pv,2026-05-06 13:14:00,227.00,,douyin,android,福建省,厦门市,member,product_detail,S003080,0,C202606,轻盈运动,
B003080,U000166,P000164,臻选食品饮料日常款,C02,食品饮料,pv,2026-06-20 17:59:00,73.00,,wechat,mac,北京市,北京市,member,product_detail,S003081,0,C202601,臻选食品,
