order_id,user_id,created_at,order_amount,status,channel,device,province,city,user_segment
O000607,U000860,2026-02-25 18:24:00,452.00,paid,wechat,android,江苏省,南京市,new
O000608,U000897,2026-02-25 20:38:00,568.00,paid,jd,mac,福建省,厦门市,new
O000609,U000034,2026-02-25 17:25:00,651.00,completed,taobao,windows,北京市,北京市,high_value
O000610,U000071,2026-02-25 18:52:00,963.00,paid,search,android,北京市,北京市,high_value
O000611,U000108,2026-02-25 08:12:00,1076.00,completed,douyin,mac,福建省,厦门市,high_value
O000612,U000145,2026-02-25 15:47:00,642.00,paid,jd,ios,江苏省,南京市,member
O000613,U000182,2026-02-25 17:18:00,922.00,paid,taobao,android,河南省,郑州市,member
O000614,U000219,2026-02-25 09:51:00,421.00,paid,offline,mac,湖北省,武汉市,member
O000615,U000256,2026-02-25 12:09:00,737.00,paid,search,android,湖北省,武汉市,member
O000616,U000293,2026-02-25 15:37:00,571.00,paid,wechat,android,广东省,深圳市,member
O000617,U000330,2026-02-26 08:23:00,451.00,cancelled,offline,ios,河南省,郑州市,member
O000618,U000367,2026-02-26 09:50:00,350.00,paid,douyin,ios,江苏省,南京市,member
O000619,U000404,2026-02-26 13:49:00,328.00,paid,taobao,mac,广东省,深圳市,member
O000620,U000441,2026-02-26 10:22:00,736.00,paid,taobao,android,江苏省,南京市,regular
O000621,U000478,2026-02-26 16:38:00,73.00,paid,jd,android,北京市,北京市,regular
O000622,U000515,2026-02-26 14:59:00,826.00,paid,taobao,ios,上海市,上海市,regular
O000623,U000552,2026-02-26 14:10:00,83.00,paid,taobao,windows,四川省,成都市,regular
O000624,U000589,2026-02-26 20:59:00,1598.00,paid,taobao,windows,河南省,郑州市,regular
O000625,U000626,2026-02-26 17:41:00,296.00,paid,taobao,windows,上海市,上海市,regular
O000626,U000663,2026-02-26 16:18:00,336.00,paid,jd,mac,上海市,上海市,regular
O000627,U000700,2026-02-26 11:45:00,351.00,paid,taobao,ios,广东省,深圳市,regular
O000628,U000737,2026-02-27 13:27:00,2388.00,paid,taobao,ios,上海市,上海市,regular
O000629,U000774,2026-02-27 13:33:00,477.00,completed,search,mac,湖北省,武汉市,regular
O000630,U000811,2026-02-27 08:05:00,534.00,paid,taobao,mac,四川省,成都市,regular
O000631,U000848,2026-02-27 09:21:00,239.00,paid,wechat,android,江苏省,南京市,new
O000632,U000885,2026-02-27 22:09:00,73.00,paid,taobao,mac,江苏省,南京市,new
O000633,U000022,2026-02-27 23:35:00,289.00,paid,jd,ios,江苏省,南京市,high_value
O000634,U000059,2026-02-27 13:01:00,246.00,completed,search,mac,湖北省,武汉市,high_value
O000635,U000096,2026-02-27 08:35:00,778.00,paid,douyin,mac,四川省,成都市,high_value
O000636,U000133,2026-02-27 14:07:00,664.00,completed,douyin,ios,广东省,深圳市,member
O000637,U000170,2026-02-27 11:10:00,123.00,completed,jd,android,山东省,青岛市,member
O000638,U000207,2026-02-27 19:54:00,430.00,paid,taobao,mac,四川省,成都市,member
O000639,U000244,2026-02-28 10:56:00,511.00,paid,douyin,mac,河南省,郑州市,member
O000640,U000281,2026-02-28 15:05:00,148.00,paid,wechat,android,湖北省,武汉市,member
O000641,U000318,2026-02-28 08:04:00,197.00,paid,douyin,windows,四川省,成都市,member
O000642,U000355,2026-02-28 14:46:00,160.00,completed,taobao,windows,浙江省,杭州市,member
O000643,U000392,2026-02-28 17:59:00,740.00,paid,offline,mac,河南省,郑州市,member
O000644,U000429,2026-02-28 23:51:00,828.00,paid,jd,mac,四川省,成都市,regular
O000645,U000466,2026-02-28 08:49:00,452.00,paid,offline,mac,河南省,郑州市,regular
O000646,U000503,2026-02-28 14:18:00,154.00,paid,douyin,windows,浙江省,杭州市,regular
O000647,U000540,2026-02-28 18:46:00,1007.00,paid,search,android,河南省,郑州市,regular
O000648,U000577,2026-02-28 09:41:00,632.00,paid,search,android,湖北省,武汉市,regular
O000649,U000614,2026-02-28 23:16:00,1033.00,paid,jd,android,北京市,北京市,regular
O000650,U000651,2026-03-01 16:21:00,73.00,completed,jd,android,江苏省,南京市,regular
O000651,U000688,2026-03-01 08:47:00,150.00,completed,wechat,ios,福建省,厦门市,regular
O000652,U000725,2026-03-01 12:15:00,71.00,paid,offline,ios,山东省,青岛市,regular
O000653,U000762,2026-03-01 15:05:00,736.00,cancelled,taobao,windows,湖北省,武汉市,regular
O000654,U000799,2026-03-01 12:59:00,480.00,paid,douyin,mac,湖北省,武汉市,regular
O000655,U000836,2026-03-01 22:48:00,290.00,paid,taobao,windows,上海市,上海市,new
O000656,U000873,2026-03-01 19:26:00,55.00,paid,wechat,ios,四川省,成都市,new
O000657,U000010,2026-03-01 18:59:00,2922.00,paid,taobao,android,浙江省,杭州市,high_value
O000658,U000047,2026-03-01 23:40:00,377.00,paid,search,ios,河南省,郑州市,high_value
O000659,U000084,2026-03-01 08:54:00,330.00,paid,taobao,windows,河南省,郑州市,high_value
O000660,U000121,2026-03-01 09:03:00,966.00,paid,jd,windows,上海市,上海市,member
O000661,U000158,2026-03-02 19:28:00,64.00,paid,taobao,windows,四川省,成都市,member
O000662,U000195,2026-03-02 13:09:00,326.00,paid,offline,android,四川省,成都市,member
O000663,U000232,2026-03-02 21:51:00,352.00,paid,jd,ios,江苏省,南京市,member
O000664,U000269,2026-03-02 13:09:00,527.00,paid,douyin,windows,山东省,青岛市,member
O000665,U000306,2026-03-02 09:44:00,242.00,paid,douyin,ios,福建省,厦门市,member
O000666,U000343,2026-03-02 16:20:00,81.00,paid,offline,android,江苏省,南京市,member
O000667,U000380,2026-03-02 18:02:00,443.00,paid,offline,windows,湖北省,武汉市,member
O000668,U000417,2026-03-02 22:20:00,592.00,paid,wechat,ios,北京市,北京市,member
O000669,U000454,2026-03-02 10:31:00,230.00,paid,douyin,mac,河南省,郑州市,regular
O000670,U000491,2026-03-02 12:46:00,499.00,paid,offline,windows,浙江省,杭州市,regular
O000671,U000528,2026-03-02 14:11:00,1348.00,paid,offline,mac,广东省,深圳市,regular
O000672,U000565,2026-03-03 10:10:00,344.00,paid,wechat,windows,河南省,郑州市,regular
O000673,U000602,2026-03-03 13:45:00,1092.00,paid,jd,windows,湖北省,武汉市,regular
O000674,U000639,2026-03-03 23:45:00,560.00,paid,offline,ios,上海市,上海市,regular
O000675,U000676,2026-03-03 22:15:00,664.00,paid,jd,android,河南省,郑州市,regular
O000676,U000713,2026-03-03 11:37:00,437.00,paid,taobao,android,广东省,深圳市,regular
O000677,U000750,2026-03-03 10:22:00,83.00,paid,search,windows,福建省,厦门市,regular
O000678,U000787,2026-03-03 23:16:00,133.00,paid,taobao,mac,江苏省,南京市,regular
O000679,U000824,2026-03-03 17:49:00,161.00,completed,offline,windows,上海市,上海市,new
O000680,U000861,2026-03-03 21:23:00,503.00,paid,jd,android,湖北省,武汉市,new
O000681,U000898,2026-03-03 17:58:00,333.00,cancelled,offline,ios,山东省,青岛市,new
O000682,U000035,2026-03-03 11:47:00,105.00,paid,wechat,android,山东省,青岛市,high_value
O000683,U000072,2026-03-04 23:00:00,629.00,completed,wechat,ios,四川省,成都市,high_value
O000684,U000109,2026-03-04 19:59:00,1806.00,paid,search,mac,上海市,上海市,high_value
O000685,U000146,2026-03-04 22:09:00,548.00,paid,search,mac,浙江省,杭州市,member
O000686,U000183,2026-03-04 20:44:00,362.00,paid,taobao,android,山东省,青岛市,member
O000687,U000220,2026-03-04 15:05:00,582.00,paid,douyin,mac,广东省,深圳市,member
O000688,U000257,2026-03-04 08:07:00,332.00,paid,taobao,mac,河南省,郑州市,member
O000689,U000294,2026-03-04 18:12:00,120.00,completed,taobao,android,广东省,深圳市,member
O000690,U000331,2026-03-04 11:26:00,1061.00,paid,search,ios,福建省,厦门市,member
O000691,U000368,2026-03-04 09:06:00,480.00,cancelled,taobao,mac,广东省,深圳市,member
O000692,U000405,2026-03-04 22:56:00,405.00,paid,jd,windows,福建省,厦门市,member
O000693,U000442,2026-03-04 23:40:00,928.00,paid,wechat,ios,湖北省,武汉市,regular
O000694,U000479,2026-03-05 09:08:00,428.00,completed,taobao,windows,湖北省,武汉市,regular
O000695,U000516,2026-03-05 15:53:00,1392.00,completed,wechat,windows,广东省,深圳市,regular
O000696,U000553,2026-03-05 18:21:00,940.00,paid,search,windows,四川省,成都市,regular
O000697,U000590,2026-03-05 17:50:00,288.00,paid,search,windows,江苏省,南京市,regular
O000698,U000627,2026-03-05 19:39:00,619.00,paid,taobao,android,福建省,厦门市,regular
O000699,U000664,2026-03-05 11:54:00,96.00,paid,offline,mac,山东省,青岛市,regular
O000700,U000701,2026-03-05 20:00:00,812.00,paid,jd,ios,福建省,厦门市,regular
O000701,U000738,2026-03-05 20:22:00,73.00,paid,wechat,mac,浙江省,杭州市,regular
O000702,U000775,2026-03-05 12:08:00,357.00,paid,taobao,mac,江苏省,南京市,regular
O000703,U000812,2026-03-05 12:50:00,1180.00,paid,douyin,android,湖北省,武汉市,regular
O000704,U000849,2026-03-05 19:33:00,217.00,paid,taobao,windows,四川省,成都市,new
O000705,U000886,2026-03-06 10:33:00,47.00,paid,offline,android,山东省,青岛市,new
O000706,U000023,2026-03-06 10:07:00,369.00,paid,jd,windows,湖北省,武汉市,high_value
O000707,U000060,2026-03-06 16:05:00,223.00,completed,wechat,android,上海市,上海市,high_value
O000708,U000097,2026-03-06 21:37:00,154.00,paid,taobao,ios,福建省,厦门市,high_value
O000709,U000134,2026-03-06 14:27:00,516.00,paid,jd,ios,山东省,青岛市,member
O000710,U000171,2026-03-06 19:59:00,79.00,paid,offline,mac,四川省,成都市,member
O000711,U000208,2026-03-06 22:48:00,775.00,completed,offline,ios,山东省,青岛市,member
O000712,U000245,2026-03-06 21:44:00,2042.00,paid,search,mac,北京市,北京市,member
O000713,U000282,2026-03-06 13:14:00,694.00,paid,taobao,windows,湖北省,武汉市,member
O000714,U000319,2026-03-06 22:58:00,620.00,paid,wechat,mac,四川省,成都市,member
O000715,U000356,2026-03-06 22:32:00,1661.00,paid,offline,ios,福建省,厦门市,member
O000716,U000393,2026-03-07 20:33:00,1006.00,paid,douyin,mac,湖北省,武汉市,member
O000717,U000430,2026-03-07 16:15:00,971.00,paid,taobao,ios,福建省,厦门市,regular
O000718,U000467,2026-03-07 18:37:00,364.00,paid,wechat,mac,湖北省,武汉市,regular
O000719,U000504,2026-03-07 20:51:00,164.00,paid,offline,mac,四川省,成都市,regular
O000720,U000541,2026-03-07 19:01:00,367.00,paid,jd,ios,浙江省,杭州市,regular
O000721,U000578,2026-03-07 21:35:00,990.00,paid,offline,windows,浙江省,杭州市,regular
O000722,U000615,2026-03-07 08:50:00,224.00,paid,jd,windows,浙江省,杭州市,regular
O000723,U000652,2026-03-07 18:24:00,728.00,paid,search,mac,河南省,郑州市,regular
O000724,U000689,2026-03-07 09:59:00,719.00,paid,douyin,windows,北京市,北京市,regular
O000725,U000726,2026-03-07 11:09:00,425.00,paid,jd,windows,江苏省,南京市,regular
O000726,U000763,2026-03-07 23:59:00,401.00,completed,offline,windows,山东省,青岛市,regular
O000727,U000800,2026-03-08 08:43:00,106.00,paid,search,android,上海市,上海市,regular
O000728,U000837,2026-03-08 12:39:00,964.00,paid,taobao,android,上海市,上海市,new
O000729,U000874,2026-03-08 20:51:00,302.00,cancelled,wechat,windows,上海市,上海市,new
O000730,U000011,2026-03-08 13:03:00,820.00,paid,douyin,mac,浙江省,杭州市,high_value
O000731,U000048,2026-03-08 10:08:00,591.00,cancelled,offline,ios,河南省,郑州市,high_value
O000732,U000085,2026-03-08 13:32:00,462.00,paid,wechat,ios,四川省,成都市,high_value
O000733,U000122,2026-03-08 14:03:00,619.00,paid,search,mac,四川省,成都市,member
O000734,U000159,2026-03-08 12:01:00,1771.00,paid,search,windows,河南省,郑州市,member
O000735,U000196,2026-03-08 16:12:00,1092.00,paid,douyin,ios,河南省,郑州市,member
O000736,U000233,2026-03-08 17:07:00,192.00,paid,taobao,mac,四川省,成都市,member
O000737,U000270,2026-03-08 23:44:00,362.00,paid,douyin,ios,山东省,青岛市,member
O000738,U000307,2026-03-09 18:02:00,660.00,paid,taobao,windows,四川省,成都市,member
O000739,U000344,2026-03-09 09:39:00,616.00,paid,taobao,windows,湖北省,武汉市,member
O000740,U000381,2026-03-09 08:21:00,570.00,completed,offline,windows,广东省,深圳市,member
O000741,U000418,2026-03-09 17:03:00,2087.00,completed,offline,android,山东省,青岛市,member
O000742,U000455,2026-03-09 15:23:00,846.00,paid,jd,android,湖北省,武汉市,regular
O000743,U000492,2026-03-09 20:20:00,188.00,paid,taobao,android,北京市,北京市,regular
O000744,U000529,2026-03-09 19:01:00,772.00,paid,douyin,android,北京市,北京市,regular
O000745,U000566,2026-03-09 11:53:00,510.00,paid,jd,android,福建省,厦门市,regular
O000746,U000603,2026-03-09 08:09:00,2904.00,paid,jd,windows,上海市,上海市,regular
O000747,U000640,2026-03-09 13:20:00,397.00,completed,jd,android,浙江省,杭州市,regular
O000748,U000677,2026-03-09 21:01:00,2164.00,paid,offline,android,上海市,上海市,regular
O000749,U000714,2026-03-10 17:37:00,428.00,paid,jd,android,江苏省,南京市,regular
O000750,U000751,2026-03-10 20:14:00,1139.00,paid,jd,android,福建省,厦门市,regular
O000751,U000788,2026-03-10 10:24:00,1116.00,paid,taobao,windows,河南省,郑州市,regular
O000752,U000825,2026-03-10 21:16:00,90.00,paid,douyin,windows,北京市,北京市,new
O000753,U000862,2026-03-10 11:04:00,120.00,paid,search,windows,北京市,北京市,new
O000754,U000899,2026-03-10 14:47:00,609.00,paid,douyin,windows,北京市,北京市,new
O000755,U000036,2026-03-10 10:53:00,224.00,completed,taobao,ios,北京市,北京市,high_value
O000756,U000073,2026-03-10 14:20:00,498.00,paid,douyin,android,广东省,深圳市,high_value
O000757,U000110,2026-03-10 15:00:00,1590.00,cancelled,douyin,mac,福建省,厦门市,high_value
O000758,U000147,2026-03-10 20:57:00,279.00,paid,wechat,windows,湖北省,武汉市,member
O000759,U000184,2026-03-10 23:26:00,597.00,paid,wechat,android,浙江省,杭州市,member
O000760,U000221,2026-03-11 08:53:00,1085.00,paid,taobao,windows,河南省,郑州市,member
O000761,U000258,2026-03-11 10:58:00,1030.00,paid,taobao,windows,浙江省,杭州市,member
O000762,U000295,2026-03-11 18:21:00,697.00,paid,search,android,福建省,厦门市,member
O000763,U000332,2026-03-11 21:47:00,443.00,cancelled,taobao,windows,广东省,深圳市,member
O000764,U000369,2026-03-11 15:43:00,588.00,paid,jd,ios,江苏省,南京市,member
O000765,U000406,2026-03-11 11:19:00,271.00,paid,douyin,ios,上海市,上海市,member
O000766,U000443,2026-03-11 23:39:00,380.00,completed,douyin,android,上海市,上海市,regular
O000767,U000480,2026-03-11 16:43:00,194.00,paid,offline,windows,福建省,厦门市,regular
O000768,U000517,2026-03-11 22:05:00,721.00,paid,search,ios,北京市,北京市,regular
O000769,U000554,2026-03-11 21:36:00,111.00,completed,offline,mac,四川省,成都市,regular
O000770,U000591,2026-03-11 09:00:00,992.00,paid,wechat,android,上海市,上海市,regular
O000771,U000628,2026-03-12 17:41:00,102.00,paid,wechat,android,河南省,郑州市,regular
O000772,U000665,2026-03-12 09:46:00,642.00,paid,douyin,mac,广东省,深圳市,regular
O000773,U000702,2026-03-12 10:35:00,426.00,paid,wechat,ios,上海市,上海市,regular
O000774,U000739,2026-03-12 15:59:00,801.00,paid,douyin,ios,湖北省,武汉市,regular
O000775,U000776,2026-03-12 11:30:00,295.00,paid,douyin,windows,湖北省,武汉市,regular
O000776,U000813,2026-03-12 12:27:00,487.00,paid,taobao,ios,河南省,郑州市,regular
O000777,U000850,2026-03-12 20:52:00,637.00,paid,taobao,windows,湖北省,武汉市,new
O000778,U000887,2026-03-12 22:29:00,352.00,paid,offline,android,福建省,厦门市,new
O000779,U000024,2026-03-12 19:10:00,757.00,completed,jd,ios,湖北省,武汉市,high_value
O000780,U000061,2026-03-12 19:18:00,100.00,paid,search,windows,北京市,北京市,high_value
O000781,U000098,2026-03-12 20:09:00,759.00,completed,taobao,windows,福建省,厦门市,high_value
O000782,U000135,2026-03-13 18:46:00,77.00,paid,douyin,windows,山东省,青岛市,member
O000783,U000172,2026-03-13 23:31:00,784.00,paid,taobao,android,河南省,郑州市,member
O000784,U000209,2026-03-13 17:00:00,275.00,paid,jd,ios,河南省,郑州市,member
O000785,U000246,2026-03-13 13:25:00,152.00,paid,offline,ios,福建省,厦门市,member
O000786,U000283,2026-03-13 13:24:00,301.00,paid,search,windows,湖北省,武汉市,member
O000787,U000320,2026-03-13 13:23:00,318.00,paid,wechat,android,四川省,成都市,member
O000788,U000357,2026-03-13 21:35:00,1045.00,paid,wechat,ios,北京市,北京市,member
O000789,U000394,2026-03-13 14:51:00,961.00,completed,taobao,mac,广东省,深圳市,member
O000790,U000431,2026-03-13 17:01:00,371.00,completed,taobao,ios,山东省,青岛市,regular
O000791,U000468,2026-03-13 22:16:00,705.00,paid,offline,mac,福建省,厦门市,regular
O000792,U000505,2026-03-13 15:41:00,604.00,paid,search,mac,浙江省,杭州市,regular
O000793,U000542,2026-03-14 08:00:00,649.00,paid,taobao,android,河南省,郑州市,regular
O000794,U000579,2026-03-14 20:56:00,899.00,paid,wechat,windows,北京市,北京市,regular
O000795,U000616,2026-03-14 18:13:00,73.00,completed,jd,windows,广东省,深圳市,regular
O000796,U000653,2026-03-14 12:15:00,475.00,paid,offline,windows,北京市,北京市,regular
O000797,U000690,2026-03-14 17:48:00,239.00,paid,wechat,ios,北京市,北京市,regular
O000798,U000727,2026-03-14 16:06:00,456.00,paid,jd,ios,四川省,成都市,regular
O000799,U000764,2026-03-14 20:49:00,934.00,paid,offline,android,广东省,深圳市,regular
O000800,U000801,2026-03-14 18:41:00,549.00,paid,jd,mac,江苏省,南京市,regular
O000801,U000838,2026-03-14 16:51:00,111.00,paid,search,mac,浙江省,杭州市,new
O000802,U000875,2026-03-14 22:47:00,820.00,paid,taobao,android,上海市,上海市,new
O000803,U000012,2026-03-14 10:37:00,43.00,cancelled,jd,android,山东省,青岛市,high_value
O000804,U000049,2026-03-15 16:31:00,458.00,paid,jd,windows,北京市,北京市,high_value
O000805,U000086,2026-03-15 19:59:00,579.00,paid,jd,windows,浙江省,杭州市,high_value
O000806,U000123,2026-03-15 13:11:00,677.00,paid,search,ios,浙江省,杭州市,member
O000807,U000160,2026-03-15 16:56:00,759.00,completed,douyin,android,广东省,深圳市,member
O000808,U000197,2026-03-15 09:31:00,91.00,paid,douyin,mac,上海市,上海市,member
O000809,U000234,2026-03-15 22:14:00,537.00,paid,search,mac,河南省,郑州市,member
O000810,U000271,2026-03-15 19:39:00,357.00,paid,jd,android,河南省,郑州市,member
O000811,U000308,2026-03-15 16:54:00,697.00,paid,douyin,mac,北京市,北京市,member
O000812,U000345,2026-03-15 12:34:00,590.00,paid,search,mac,河南省,郑州市,member
O000813,U000382,2026-03-15 11:15:00,457.00,paid,douyin,mac,浙江省,杭州市,member
O000814,U000419,2026-03-15 15:07:00,1176.00,completed,taobao,android,湖北省,武汉市,member
O000815,U000456,2026-03-16 11:19:00,1072.00,paid,douyin,ios,北京市,北京市,regular
O000816,U000493,2026-03-16 11:52:00,190.00,paid,offline,mac,江苏省,南京市,regular
O000817,U000530,2026-03-16 16:36:00,924.00,paid,search,ios,江苏省,南京市,regular
O000818,U000567,2026-03-16 19:18:00,233.00,paid,wechat,mac,上海市,上海市,regular
O000819,U000604,2026-03-16 14:33:00,227.00,paid,offline,android,福建省,厦门市,regular
O000820,U000641,2026-03-16 17:49:00,30.00,paid,douyin,windows,浙江省,杭州市,regular
O000821,U000678,2026-03-16 09:23:00,337.00,paid,search,windows,浙江省,杭州市,regular
O000822,U000715,2026-03-16 13:22:00,573.00,completed,taobao,windows,湖北省,武汉市,regular
O000823,U000752,2026-03-16 15:16:00,276.00,paid,taobao,mac,福建省,厦门市,regular
O000824,U000789,2026-03-16 11:38:00,771.00,completed,jd,android,山东省,青岛市,regular
O000825,U000826,2026-03-16 14:43:00,665.00,paid,jd,windows,江苏省,南京市,new
O000826,U000863,2026-03-17 16:50:00,768.00,paid,taobao,ios,广东省,深圳市,new
O000827,U000900,2026-03-17 14:44:00,182.00,paid,taobao,ios,北京市,北京市,new
O000828,U000037,2026-03-17 18:13:00,378.00,paid,douyin,android,广东省,深圳市,high_value
O000829,U000074,2026-03-17 10:21:00,397.00,paid,wechat,ios,福建省,厦门市,high_value
O000830,U000111,2026-03-17 12:17:00,522.00,paid,douyin,ios,浙江省,杭州市,high_value
O000831,U000148,2026-03-17 16:55:00,1059.00,paid,jd,windows,福建省,厦门市,member
O000832,U000185,2026-03-17 11:02:00,542.00,paid,wechat,ios,山东省,青岛市,member
O000833,U000222,2026-03-17 22:22:00,941.00,paid,jd,android,福建省,厦门市,member
O000834,U000259,2026-03-17 08:35:00,447.00,paid,jd,android,上海市,上海市,member
O000835,U000296,2026-03-17 18:35:00,452.00,paid,search,mac,江苏省,南京市,member
O000836,U000333,2026-03-17 11:52:00,383.00,paid,search,android,广东省,深圳市,member
O000837,U000370,2026-03-18 13:53:00,485.00,cancelled,taobao,android,河南省,郑州市,member
O000838,U000407,2026-03-18 16:53:00,772.00,paid,wechat,windows,广东省,深圳市,member
O000839,U000444,2026-03-18 10:39:00,822.00,completed,offline,android,广东省,深圳市,regular
O000840,U000481,2026-03-18 19:15:00,464.00,paid,wechat,android,江苏省,南京市,regular
O000841,U000518,2026-03-18 21:43:00,675.00,paid,offline,ios,上海市,上海市,regular
O000842,U000555,2026-03-18 17:35:00,269.00,completed,douyin,ios,山东省,青岛市,regular
O000843,U000592,2026-03-18 13:02:00,334.00,paid,jd,mac,山东省,青岛市,regular
O000844,U000629,2026-03-18 13:22:00,138.00,paid,taobao,android,山东省,青岛市,regular
O000845,U000666,2026-03-18 16:34:00,668.00,paid,douyin,ios,浙江省,杭州市,regular
O000846,U000703,2026-03-18 09:58:00,407.00,paid,offline,android,湖北省,武汉市,regular
O000847,U000740,2026-03-18 12:02:00,496.00,paid,search,android,山东省,青岛市,regular
O000848,U000777,2026-03-19 23:23:00,468.00,paid,wechat,ios,浙江省,杭州市,regular
O000849,U000814,2026-03-19 13:24:00,763.00,paid,jd,windows,北京市,北京市,regular
O000850,U000851,2026-03-19 23:30:00,511.00,paid,search,mac,江苏省,南京市,new
O000851,U000888,2026-03-19 18:18:00,495.00,paid,jd,android,上海市,上海市,new
O000852,U000025,2026-03-19 08:19:00,662.00,completed,douyin,mac,四川省,成都市,high_value
O000853,U000062,2026-03-19 13:46:00,372.00,cancelled,douyin,windows,浙江省,杭州市,high_value
O000854,U000099,2026-03-19 21:14:00,1606.00,completed,offline,windows,上海市,上海市,high_value
O000855,U000136,2026-03-19 19:02:00,571.00,paid,search,windows,湖北省,武汉市,member
O000856,U000173,2026-03-19 17:20:00,599.00,completed,search,mac,浙江省,杭州市,member
O000857,U000210,2026-03-19 09:04:00,874.00,paid,search,ios,四川省,成都市,member
O000858,U000247,2026-03-19 16:23:00,438.00,paid,wechat,mac,浙江省,杭州市,member
O000859,U000284,2026-03-20 08:59:00,920.00,paid,search,android,山东省,青岛市,member
O000860,U000321,2026-03-20 14:01:00,262.00,completed,douyin,ios,四川省,成都市,member
O000861,U000358,2026-03-20 10:45:00,184.00,paid,wechat,ios,福建省,厦门市,member
O000862,U000395,2026-03-20 19:27:00,263.00,paid,taobao,windows,上海市,上海市,member
O000863,U000432,2026-03-20 10:04:00,722.00,paid,wechat,ios,河南省,郑州市,regular
O000864,U000469,2026-03-20 21:21:00,451.00,paid,offline,ios,广东省,深圳市,regular
O000865,U000506,2026-03-20 17:04:00,308.00,paid,search,android,湖北省,武汉市,regular
O000866,U000543,2026-03-20 09:13:00,307.00,completed,jd,windows,上海市,上海市,regular
O000867,U000580,2026-03-20 17:23:00,479.00,paid,wechat,ios,广东省,深圳市,regular
O000868,U000617,2026-03-20 20:10:00,708.00,completed,offline,ios,北京市,北京市,regular
O000869,U000654,2026-03-20 16:28:00,778.00,paid,wechat,windows,上海市,上海市,regular
O000870,U000691,2026-03-21 08:26:00,423.00,completed,taobao,android,山东省,青岛市,regular
O000871,U000728,2026-03-21 22:43:00,120.00,paid,taobao,windows,浙江省,杭州市,regular
O000872,U000765,2026-03-21 12:03:00,1679.00,paid,jd,ios,山东省,青岛市,regular
O000873,U000802,2026-03-21 11:44:00,230.00,completed,search,ios,湖北省,武汉市,regular
O000874,U000839,2026-03-21 17:50:00,1303.00,paid,jd,ios,福建省,厦门市,new
O000875,U000876,2026-03-21 17:09:00,98.00,completed,taobao,android,山东省,青岛市,new
O000876,U000013,2026-03-21 20:46:00,1298.00,paid,jd,android,河南省,郑州市,high_value
O000877,U000050,2026-03-21 09:56:00,199.00,paid,taobao,windows,河南省,郑州市,high_value
O000878,U000087,2026-03-21 10:30:00,1014.00,paid,taobao,windows,福建省,厦门市,high_value
O000879,U000124,2026-03-21 22:27:00,601.00,paid,jd,ios,福建省,厦门市,member
O000880,U000161,2026-03-21 15:36:00,643.00,completed,jd,android,河南省,郑州市,member
O000881,U000198,2026-03-22 16:26:00,463.00,completed,taobao,ios,湖北省,武汉市,member
O000882,U000235,2026-03-22 22:38:00,587.00,paid,wechat,android,四川省,成都市,member
O000883,U000272,2026-03-22 17:24:00,164.00,paid,jd,windows,北京市,北京市,member
O000884,U000309,2026-03-22 15:17:00,499.00,paid,wechat,android,湖北省,武汉市,member
O000885,U000346,2026-03-22 14:04:00,281.00,paid,jd,windows,山东省,青岛市,member
O000886,U000383,2026-03-22 13:23:00,998.00,paid,douyin,android,上海市,上海市,member
O000887,U000420,2026-03-22 11:29:00,452.00,cancelled,douyin,android,湖北省,武汉市,member
O000888,U000457,2026-03-22 09:18:00,422.00,paid,wechat,mac,广东省,深圳市,regular
O000889,U000494,2026-03-22 12:33:00,1497.00,paid,jd,android,广东省,深圳市,regular
O000890,U000531,2026-03-22 08:06:00,457.00,paid,jd,mac,广东省,深圳市,regular
O000891,U000568,2026-03-22 15:27:00,538.00,paid,taobao,windows,山东省,青岛市,regular
O000892,U000605,2026-03-23 20:16:00,560.00,paid,search,windows,浙江省,杭州市,regular
O000893,U000642,2026-03-23 11:51:00,333.00,paid,taobao,android,河南省,郑州市,regular
O000894,U000679,2026-03-23 21:19:00,452.00,completed,jd,windows,山东省,青岛市,regular
O000895,U000716,2026-03-23 13:44:00,734.00,paid,jd,android,浙江省,杭州市,regular
O000896,U000753,2026-03-23 10:49:00,771.00,paid,taobao,android,上海市,上海市,regular
O000897,U000790,2026-03-23 12:04:00,682.00,paid,wechat,mac,江苏省,南京市,regular
O000898,U000827,2026-03-23 21:40:00,240.00,paid,search,ios,上海市,上海市,new
O000899,U000864,2026-03-23 12:36:00,380.00,paid,wechat,mac,福建省,厦门市,new
O000900,U000001,2026-03-23 13:55:00,169.00,paid,jd,mac,北京市,北京市,high_value
O000901,U000698,2026-03-23 18:45:00,760.00,paid,wechat,android,山东省,青岛市,regular
O000902,U000263,2026-03-23 16:00:00,228.00,paid,taobao,mac,山东省,青岛市,member
O000903,U000063,2026-03-24 22:29:00,599.00,cancelled,wechat,mac,湖北省,武汉市,high_value
O000904,U000774,2026-03-24 11:20:00,1257.00,paid,taobao,mac,湖北省,武汉市,regular
O000905,U000140,2026-03-24 18:03:00,485.00,paid,jd,ios,广东省,深圳市,member
O000906,U000157,2026-03-24 14:44:00,186.00,paid,jd,ios,上海市,上海市,member
O000907,U000031,2026-03-24 14:47:00,310.00,completed,jd,mac,江苏省,南京市,high_value
O000908,U000027,2026-03-24 16:44:00,368.00,cancelled,wechat,mac,浙江省,杭州市,high_value
O000909,U000584,2026-03-24 19:01:00,516.00,paid,taobao,ios,江苏省,南京市,regular
